,year,loa
913,2017,0.1
914,2017,0.1
915,2017,0.1
918,2017,0.1
919,2017,0.1
920,2017,0
921,2017,0
959,2017,0
990,2017,0.1
991,2017,0.1
996,2017,0.1
997,2017,0.1
0,2018,0
100,2018,0.1
190,2018,0.1
200,2018,0.1
201,2018,0.1
202,2018,0.1
203,2018,0.1
204,2018,0.1
205,2018,0.1
206,2018,0.1
207,2018,0.1
208,2018,0.1
209,2018,0.1
210,2018,0.1
211,2018,0.1
212,2018,0.1
213,2018,0.1
224,2018,0.1
225,2018,0.1
234,2018,0.1
236,2018,0.1
239,2018,0.1
240,2018,0.1
241,2018,0.1
278,2018,0.1
288,2018,0.1
290,2018,0.1
294,2018,0
295,2018,0.1
297,2018,0.1
299,2018,0.1
300,2018,0.1
301,2018,0.1
313,2018,0.1
314,2018,0.1
315,2018,0.1
318,2018,0.1
319,2018,0
320,2018,0
321,2018,0
390,2018,0.1
391,2018,0.1
396,2018,0.1
397,2018,0.1
399,2018,0.1
400,2018,0.2
401,2018,0.25
413,2018,0
414,2018,0
415,2018,0
416,2018,0
417,2018,0.2
418,2018,0.2
419,2018,0
420,2018,0
421,2018,0
422,2018,0.2
423,2018,0
426,2018,0
427,2018,0
428,2018,0
429,2018,0
430,2018,0
431,2018,0.25
432,2018,0
433,2018,0.25
435,2018,0.25
480,2018,0.25
483,2018,0
487,2018,0
489,2018,0
490,2018,0.2
491,2018,0.2
492,2018,0.2
493,2018,0.25
496,2018,0
497,2018,0.2
499,2018,0.25
500,2018,0.25
501,2018,0.25
516,2018,0.25
517,2018,0.25
522,2018,0.25
523,2018,0.25
526,2018,0.25
527,2018,0.25
528,2018,0.25
529,2018,0.25
530,2018,0.25
531,2018,0.25
532,2018,0.25
533,2018,0.25
535,2018,0.25
550,2018,0.25
580,2018,0.25
581,2018,0.25
583,2018,0.25
587,2018,0.25
589,2018,0.25
590,2018,0.25
591,2018,0.25
592,2018,0.25
593,2018,0.25
597,2018,0.25
599,2018,0.25
637,2018,0.1
638,2018,0.1
650,2018,0.2
651,2018,0.1
654,2018,0.1
655,2018,0
663,2018,0.1
666,2018,0
668,2018,0.1
669,2018,0
670,2018,0.1
671,2018,0.1
673,2018,0.1
677,2018,0.1
679,2018,0.1
680,2018,0.1
681,2018,0
683,2018,0.1
687,2018,0.1
689,2018,0
693,2018,0.1
700,2018,0.1
701,2018,0
716,2018,0
717,2018,0.1
722,2018,0.1
723,2018,0.1
726,2018,0
727,2018,0
728,2018,0
729,2018,0.1
730,2018,0.15
731,2018,0.1
732,2018,0.1
733,2018,0
735,2018,0
742,2018,0
743,2018,0
745,2018,0
746,2018,0.1
747,2018,0
748,2018,0.1
752,2018,0.1
753,2018,0
756,2018,0
757,2018,0
758,2018,0
760,2018,0.1
761,2018,0
762,2018,0
764,2018,0
765,2018,0.1
767,2018,0.1
772,2018,0
774,2018,0.1
790,2018,0.1
791,2018,0.1
792,2018,0.1
797,2018,0.1
798,2018,0
799,2018,0
801,2018,0.1
816,2018,0
817,2018,0.1
822,2018,0.1
823,2018,0.1
826,2018,0
827,2018,0.15
828,2018,0.1
829,2018,0.1
830,2018,0.1
831,2018,0.1
832,2018,0
833,2018,0.1
835,2018,0
850,2018,0.1
880,2018,0.1
881,2018,0.1
883,2018,0.2
887,2018,0.1
889,2018,0.1
890,2018,0.15
891,2018,0.1
892,2018,0.1
893,2018,0.1
897,2018,0.1
899,2018,0.1
900,2018,0.1
901,2018,0.1
913,2018,0.1
914,2018,0.1
915,2018,0.1
918,2018,0.1
919,2018,0
920,2018,0
921,2018,0
959,2018,0
990,2018,0.1
991,2018,0.1
996,2018,0.1
997,2018,0.1
0,2019,0
100,2019,0.1
190,2019,0.1
200,2019,0.1
201,2019,0.1
202,2019,0.1
203,2019,0.1
204,2019,0.1
205,2019,0.1
206,2019,0.1
207,2019,0.1
208,2019,0.1
209,2019,0.1
210,2019,0.1
211,2019,0.1
212,2019,0.1
213,2019,0.1
224,2019,0.1
225,2019,0.1
234,2019,0.1
236,2019,0.1
239,2019,0.1
240,2019,0.1
241,2019,0.1
278,2019,0.1
288,2019,0.1
290,2019,0.1
294,2019,0
295,2019,0.1
297,2019,0.1
299,2019,0.1
300,2019,0.1
301,2019,0.1
313,2019,0.1
314,2019,0.1
315,2019,0.1
318,2019,0.1
319,2019,0.1
320,2019,0
321,2019,0
390,2019,0.1
391,2019,0.1
396,2019,0.1
397,2019,0.1
399,2019,0.1
400,2019,0.2
401,2019,0.2
413,2019,0
414,2019,0
415,2019,0
416,2019,0
417,2019,0.2
418,2019,0.2
419,2019,0
420,2019,0
421,2019,0
422,2019,0.2
423,2019,0
426,2019,0
427,2019,0.2
428,2019,0
429,2019,0
430,2019,0
431,2019,0.2
432,2019,0
433,2019,0
435,2019,0.25
480,2019,0.2
483,2019,0
487,2019,0
489,2019,0
490,2019,0.2
491,2019,0.2
492,2019,0.2
493,2019,0.2
496,2019,0
497,2019,0.2
499,2019,0.2
500,2019,0.25
501,2019,0.25
516,2019,0.25
517,2019,0.25
522,2019,0.25
523,2019,0.25
526,2019,0.25
527,2019,0.25
528,2019,0.25
529,2019,0.25
530,2019,0.25
531,2019,0.25
532,2019,0.25
533,2019,0.25
535,2019,0.25
550,2019,0.25
580,2019,0.25
581,2019,0.25
583,2019,0.25
587,2019,0.25
589,2019,0.25
590,2019,0.25
591,2019,0.25
592,2019,0.25
593,2019,0.25
597,2019,0.25
599,2019,0.25
637,2019,0.1
638,2019,0.1
650,2019,0.1
651,2019,0.1
654,2019,0.1
655,2019,0
663,2019,0.1
666,2019,0
668,2019,0
669,2019,0
670,2019,0.1
671,2019,0.1
673,2019,0.1
677,2019,0.1
679,2019,0.1
680,2019,0.1
681,2019,0
683,2019,0.1
687,2019,0.1
689,2019,0
693,2019,0.1
700,2019,0.1
701,2019,0
716,2019,0
717,2019,0.1
722,2019,0.1
723,2019,0.1
726,2019,0
727,2019,0
728,2019,0
729,2019,0.1
730,2019,0.1
731,2019,0.15
732,2019,0.1
733,2019,0
735,2019,0
742,2019,0
743,2019,0
745,2019,0
746,2019,0.1
747,2019,0
748,2019,0.1
752,2019,0.1
753,2019,0
756,2019,0
757,2019,0
758,2019,0
760,2019,0.1
761,2019,0
762,2019,0
764,2019,0
765,2019,0.1
767,2019,0.1
772,2019,0
774,2019,0.1
790,2019,0.1
791,2019,0.1
792,2019,0.1
797,2019,0.1
798,2019,0
799,2019,0
801,2019,0.1
816,2019,0
817,2019,0.2
822,2019,0.1
823,2019,0.1
826,2019,0
827,2019,0.1
828,2019,0.1
829,2019,0.1
830,2019,0.1
831,2019,0.1
832,2019,0
833,2019,0.1
835,2019,0
850,2019,0.1
880,2019,0.1
881,2019,0.1
883,2019,0.1
887,2019,0.1
889,2019,0.1
890,2019,0.1
891,2019,0.1
892,2019,0.1
893,2019,0.1
897,2019,0.1
899,2019,0.1
900,2019,0.1
901,2019,0.1
913,2019,0.1
914,2019,0.1
915,2019,0.1
918,2019,0.1
919,2019,0
920,2019,0
921,2019,0
959,2019,0
990,2019,0.1
991,2019,0.1
996,2019,0.1
997,2019,0.1
0,2020,0
100,2020,0.1
190,2020,0.1
200,2020,0.1
201,2020,0.1
202,2020,0.1
203,2020,0.1
204,2020,0.1
205,2020,0.1
206,2020,0.1
207,2020,0.1
208,2020,0.1
209,2020,0.1
210,2020,0.1
211,2020,0.1
212,2020,0.1
213,2020,0.1
224,2020,0.1
225,2020,0.1
234,2020,0.1
236,2020,0.1
239,2020,0.1
240,2020,0.1
241,2020,0.1
278,2020,0.1
288,2020,0.1
290,2020,0.1
294,2020,0
295,2020,0.1
297,2020,0.1
299,2020,0.1
300,2020,0.1
301,2020,0.1
313,2020,0.1
314,2020,0.1
315,2020,0.1
318,2020,0.1
319,2020,0
320,2020,0
321,2020,0
390,2020,0.1
391,2020,0.1
396,2020,0.1
397,2020,0.1
399,2020,0.1
400,2020,0.2
401,2020,0.2
413,2020,0
414,2020,0
415,2020,0
416,2020,0
417,2020,0.2
418,2020,0.2
419,2020,0
420,2020,0
421,2020,0
422,2020,0.2
423,2020,0
426,2020,0
427,2020,0.2
428,2020,0.2
429,2020,0
430,2020,0
431,2020,0.2
432,2020,0
433,2020,0
435,2020,0.2
480,2020,0.2
483,2020,0
487,2020,0
489,2020,0
490,2020,0.2
491,2020,0.2
492,2020,0.2
493,2020,0.2
496,2020,0
497,2020,0.2
499,2020,0.2
500,2020,0.25
501,2020,0.25
516,2020,0.25
517,2020,0.25
522,2020,0.25
523,2020,0.25
526,2020,0.25
527,2020,0.25
528,2020,0.25
529,2020,0.25
530,2020,0.25
531,2020,0.25
532,2020,0.25
533,2020,0.25
535,2020,0.25
550,2020,0.25
580,2020,0.25
581,2020,0.25
583,2020,0.25
587,2020,0.25
589,2020,0.25
590,2020,0.25
591,2020,0.25
592,2020,0.25
593,2020,0.25
597,2020,0.25
599,2020,0.25
637,2020,0.1
638,2020,0.1
650,2020,0.1
651,2020,0.1
654,2020,0.1
655,2020,0
663,2020,0.1
666,2020,0
668,2020,0.1
669,2020,0
670,2020,0.1
671,2020,0.1
673,2020,0.1
677,2020,0.1
679,2020,0.1
680,2020,0.1
681,2020,0
683,2020,0.1
687,2020,0.1
689,2020,0
693,2020,0.2
700,2020,0.1
701,2020,0
716,2020,0
717,2020,0.1
722,2020,0.1
723,2020,0.1
726,2020,0
727,2020,0
728,2020,0
729,2020,0.1
730,2020,0.1
731,2020,0.2
732,2020,0.1
733,2020,0
735,2020,0
742,2020,0
743,2020,0
745,2020,0
746,2020,0.1
747,2020,0
748,2020,0.1
752,2020,0.1
753,2020,0
756,2020,0
757,2020,0
758,2020,0
760,2020,0.1
761,2020,0
762,2020,0
764,2020,0
765,2020,0.1
767,2020,0.1
772,2020,0
774,2020,0.1
790,2020,0.1
791,2020,0.1
792,2020,0.1
797,2020,0.1
798,2020,0
799,2020,0
801,2020,0.1
816,2020,0
817,2020,0.1
822,2020,0.1
823,2020,0.1
826,2020,0
827,2020,0.1
828,2020,0.1
829,2020,0.1
830,2020,0.1
831,2020,0.1
832,2020,0
833,2020,0.1
835,2020,0
850,2020,0.1
880,2020,0.1
881,2020,0.1
883,2020,0.1
887,2020,0.1
889,2020,0.1
890,2020,0.1
891,2020,0.1
892,2020,0.1
893,2020,0.1
897,2020,0.1
899,2020,0.1
900,2020,0.1
901,2020,0.1
913,2020,0.1
914,2020,0.1
915,2020,0.1
918,2020,0.1
919,2020,0
920,2020,0
921,2020,0
959,2020,0
990,2020,0.1
991,2020,0.1
996,2020,0.1
997,2020,0.1
0,2021,0
100,2021,0.1
190,2021,0.1
200,2021,0.1
201,2021,0.1
202,2021,0.1
203,2021,0.1
204,2021,0.1
205,2021,0.1
206,2021,0.1
207,2021,0.1
208,2021,0.1
209,2021,0.1
210,2021,0.1
211,2021,0.1
212,2021,0.1
213,2021,0.1
224,2021,0.1
225,2021,0.1
234,2021,0.1
236,2021,0.1
239,2021,0.1
240,2021,0.1
241,2021,0.1
278,2021,0.1
288,2021,0.1
290,2021,0.1
294,2021,0
295,2021,0.1
297,2021,0.1
299,2021,0.1
300,2021,0.1
301,2021,0.1
313,2021,0.1
314,2021,0.1
315,2021,0.1
318,2021,0.1
319,2021,0
320,2021,0
321,2021,0
390,2021,0.1
391,2021,0.1
396,2021,0.1
397,2021,0.1
399,2021,0.1
400,2021,0.2
401,2021,0.2
413,2021,0
414,2021,0
415,2021,0
416,2021,0
417,2021,0.2
418,2021,0.2
419,2021,0
420,2021,0
421,2021,0
422,2021,0.2
423,2021,0
426,2021,0
427,2021,0.2
428,2021,0.2
429,2021,0
430,2021,0
431,2021,0.2
432,2021,0
433,2021,0
435,2021,0.2
480,2021,0.2
483,2021,0
487,2021,0
489,2021,0
490,2021,0.2
491,2021,0.2
492,2021,0.2
493,2021,0.2
496,2021,0
497,2021,0.2
499,2021,0.2
500,2021,0.25
501,2021,0.25
516,2021,0.25
517,2021,0.25
522,2021,0.25
523,2021,0.25
526,2021,0.25
527,2021,0.25
528,2021,0.25
529,2021,0.25
530,2021,0.25
531,2021,0.25
532,2021,0.25
533,2021,0.25
535,2021,0.25
550,2021,0.25
580,2021,0.25
581,2021,0.25
583,2021,0.25
587,2021,0.25
589,2021,0.25
590,2021,0.25
591,2021,0.25
592,2021,0.25
593,2021,0.25
597,2021,0.25
599,2021,0.25
637,2021,0.1
638,2021,0.1
650,2021,0.1
651,2021,0.1
654,2021,0.1
655,2021,0
663,2021,0.1
666,2021,0
668,2021,0.1
669,2021,0
670,2021,0.1
671,2021,0.1
673,2021,0.1
677,2021,0.1
679,2021,0.1
680,2021,0.2
681,2021,0
683,2021,0.2
687,2021,0.1
689,2021,0
693,2021,0.2
700,2021,0.1
701,2021,0
716,2021,0
717,2021,0.1
722,2021,0.1
723,2021,0.1
726,2021,0
727,2021,0
728,2021,0
729,2021,0.1
730,2021,0.15
731,2021,0.1
732,2021,0.1
733,2021,0
735,2021,0
742,2021,0
743,2021,0
745,2021,0
746,2021,0.1
747,2021,0
748,2021,0.1
752,2021,0.1
753,2021,0
756,2021,0
757,2021,0
758,2021,0
760,2021,0.1
761,2021,0
762,2021,0
764,2021,0
765,2021,0.1
767,2021,0.1
772,2021,0
774,2021,0.1
790,2021,0.15
791,2021,0.1
792,2021,0.1
797,2021,0.1
798,2021,0
799,2021,0
801,2021,0.1
816,2021,0
817,2021,0.1
822,2021,0.1
823,2021,0.1
826,2021,0.1
827,2021,0.1
828,2021,0.1
829,2021,0.1
830,2021,0.1
831,2021,0.1
832,2021,0
833,2021,0.1
835,2021,0
850,2021,0.1
880,2021,0.1
881,2021,0.1
883,2021,0.1
887,2021,0.1
889,2021,0.1
890,2021,0.1
891,2021,0.1
892,2021,0.1
893,2021,0.1
897,2021,0.1
899,2021,0.1
900,2021,0.1
901,2021,0.1
913,2021,0.1
914,2021,0.1
915,2021,0.1
918,2021,0.1
919,2021,0
920,2021,0
921,2021,0
959,2021,0
990,2021,0.1
991,2021,0.1
996,2021,0.1
997,2021,0.1
0,2022,0
100,2022,0.1
190,2022,0.1
200,2022,0.1
201,2022,0.1
202,2022,0.1
203,2022,0.1
204,2022,0.1
205,2022,0.1
206,2022,0.1
207,2022,0.1
208,2022,0.1
209,2022,0.1
210,2022,0.1
211,2022,0.1
212,2022,0.1
213,2022,0.1
224,2022,0.1
225,2022,0.1
234,2022,0.1
236,2022,0.1
239,2022,0.1
240,2022,0.1
241,2022,0.1
278,2022,0.1
288,2022,0.1
290,2022,0.1
294,2022,0
295,2022,0.1
297,2022,0.1
299,2022,0.1
300,2022,0.1
301,2022,0.1
313,2022,0.1
314,2022,0.1
315,2022,0.1
318,2022,0.1
319,2022,0
320,2022,0
321,2022,0
390,2022,0.1
391,2022,0.1
396,2022,0.1
397,2022,0.1
399,2022,0.1
400,2022,0.2
401,2022,0.2
413,2022,0
414,2022,0
415,2022,0
416,2022,0
417,2022,0.2
418,2022,0.2
419,2022,0
420,2022,0
421,2022,0
422,2022,0.2
423,2022,0.2
426,2022,0
427,2022,0.2
428,2022,0.2
429,2022,0
430,2022,0
431,2022,0.2
432,2022,0
433,2022,0
435,2022,0.2
480,2022,0.2
483,2022,0
487,2022,0
489,2022,0
490,2022,0.2
491,2022,0.2
492,2022,0.2
493,2022,0.2
496,2022,0
497,2022,0.2
499,2022,0.2
500,2022,0.25
501,2022,0.25
516,2022,0.25
517,2022,0.25
522,2022,0.25
523,2022,0.25
526,2022,0.25
527,2022,0.25
528,2022,0.25
529,2022,0.25
530,2022,0.25
531,2022,0.25
532,2022,0.25
533,2022,0.25
535,2022,0.25
550,2022,0.25
580,2022,0.25
581,2022,0.25
583,2022,0.25
587,2022,0.25
589,2022,0.25
590,2022,0.25
591,2022,0.25
592,2022,0.25
593,2022,0.25
597,2022,0.25
599,2022,0.25
637,2022,0.1
638,2022,0.1
650,2022,0.2
651,2022,0.1
654,2022,0.1
655,2022,0
663,2022,0.1
666,2022,0
668,2022,0.1
669,2022,0
670,2022,0.1
671,2022,0.1
673,2022,0.1
677,2022,0.1
679,2022,0.1
680,2022,0.2
681,2022,0
683,2022,0.2
687,2022,0
689,2022,0
693,2022,0.1
700,2022,0.1
701,2022,0
716,2022,0
717,2022,0.1
722,2022,0.1
723,2022,0.1
726,2022,0
727,2022,0
728,2022,0.1
729,2022,0.1
730,2022,0.2
731,2022,0.1
732,2022,0.1
733,2022,0
735,2022,0
742,2022,0
743,2022,0.1
745,2022,0
746,2022,0.15
747,2022,0
748,2022,0.1
752,2022,0.1
753,2022,0
756,2022,0
757,2022,0
758,2022,0
760,2022,0.1
761,2022,0
762,2022,0
764,2022,0
765,2022,0.1
767,2022,0.1
772,2022,0
774,2022,0.1
790,2022,0.1
791,2022,0.1
792,2022,0.1
797,2022,0.1
798,2022,0
799,2022,0.2
801,2022,0.1
816,2022,0
817,2022,0.1
822,2022,0.1
823,2022,0.1
826,2022,0.1
827,2022,0.1
828,2022,0.1
829,2022,0.2
830,2022,0.1
831,2022,0.1
832,2022,0
833,2022,0.1
835,2022,0
850,2022,0.1
880,2022,0.1
881,2022,0.1
883,2022,0.1
887,2022,0.1
889,2022,0.1
890,2022,0.1
891,2022,0.1
892,2022,0.1
893,2022,0.1
897,2022,0.15
899,2022,0.1
900,2022,0.1
901,2022,0.1
913,2022,0.1
914,2022,0.1
915,2022,0.1
918,2022,0.1
919,2022,0
920,2022,0
921,2022,0
959,2022,0
990,2022,0.1
991,2022,0.1
996,2022,0.1
997,2022,0.1
0,2023,0
100,2023,0.1
190,2023,0.1
200,2023,0.1
201,2023,0.1
202,2023,0.1
203,2023,0.1
204,2023,0.1
205,2023,0.1
206,2023,0.1
207,2023,0.1
208,2023,0.1
209,2023,0.1
210,2023,0.1
211,2023,0.1
212,2023,0.1
213,2023,0.1
224,2023,0.1
225,2023,0.1
234,2023,0.1
236,2023,0.1
239,2023,0.1
240,2023,0.1
241,2023,0.1
278,2023,0.1
288,2023,0.1
290,2023,0.1
294,2023,0
295,2023,0.1
297,2023,0.1
299,2023,0.1
300,2023,0.1
301,2023,0.1
313,2023,0.1
314,2023,0.1
315,2023,0.1
318,2023,0.1
319,2023,0
320,2023,0
321,2023,0
390,2023,0.1
391,2023,0.1
396,2023,0.1
397,2023,0.1
399,2023,0.1
400,2023,0.2
401,2023,0.2
413,2023,0
414,2023,0
415,2023,0
416,2023,0
417,2023,0.2
418,2023,0.2
419,2023,0
420,2023,0
421,2023,0
422,2023,0.2
423,2023,0.2
426,2023,0
427,2023,0.2
428,2023,0.2
429,2023,0
430,2023,0
431,2023,0.2
432,2023,0
433,2023,0
435,2023,0.2
480,2023,0.2
483,2023,0
487,2023,0
489,2023,0
490,2023,0.2
491,2023,0.2
492,2023,0.2
493,2023,0.2
496,2023,0
497,2023,0.2
499,2023,0.2
500,2023,0.25
501,2023,0.25
516,2023,0.25
517,2023,0.25
522,2023,0.25
523,2023,0.25
526,2023,0.25
527,2023,0.25
528,2023,0.25
529,2023,0.25
530,2023,0.25
531,2023,0.25
532,2023,0.25
533,2023,0.25
535,2023,0.25
550,2023,0.25
580,2023,0.25
581,2023,0.25
583,2023,0.25
587,2023,0.25
589,2023,0.25
590,2023,0.25
591,2023,0.25
592,2023,0.25
593,2023,0.25
597,2023,0.25
599,2023,0.25
637,2023,0.1
638,2023,0.1
650,2023,0.2
651,2023,0.1
654,2023,0.1
655,2023,0
663,2023,0.1
666,2023,0
668,2023,0.1
669,2023,0
670,2023,0.1
671,2023,0.1
673,2023,0.1
677,2023,0.1
679,2023,0.1
680,2023,0.2
681,2023,0
683,2023,0.2
687,2023,0
689,2023,0
693,2023,0
700,2023,0.15
701,2023,0
716,2023,0
717,2023,0.15
722,2023,0.1
723,2023,0.1
726,2023,0
727,2023,0
728,2023,0.1
729,2023,0.1
730,2023,0.1
731,2023,0.1
732,2023,0.1
733,2023,0
735,2023,0
742,2023,0
743,2023,0
745,2023,0
746,2023,0.15
747,2023,0
748,2023,0.1
752,2023,0.1
753,2023,0
756,2023,0
757,2023,0
758,2023,0
760,2023,0.1
761,2023,0
762,2023,0
764,2023,0.1
765,2023,0.1
767,2023,0.1
772,2023,0
774,2023,0.1
790,2023,0.15
791,2023,0.1
792,2023,0.1
797,2023,0.1
798,2023,0
799,2023,0
801,2023,0.1
816,2023,0
817,2023,0.1
822,2023,0.1
823,2023,0.1
826,2023,0.1
827,2023,0.1
828,2023,0.1
829,2023,0.1
830,2023,0.1
831,2023,0.1
832,2023,0
833,2023,0.1
835,2023,0
850,2023,0.1
880,2023,0.1
881,2023,0.1
883,2023,0.1
887,2023,0.1
889,2023,0.1
890,2023,0.1
891,2023,0.1
892,2023,0.1
893,2023,0.1
897,2023,0.2
899,2023,0.1
900,2023,0.1
901,2023,0.1
913,2023,0.1
914,2023,0.1
915,2023,0.1
918,2023,0.1
919,2023,0
920,2023,0
921,2023,0
959,2023,0
990,2023,0.1
991,2023,0.1
996,2023,0.1
997,2023,0.1
